caseid,pid_4,ideo5,gov_choice,prop_111,prop_112,trump_app,hick_app,gardner_app,cong_app,scotus_app,pot_law,gambling,fracking,gun_control,anger,pride,hope,disgust,worry,trump_app2,hick_app2,gardner_app2,cong_app2,scotus_app2,pot_law2,gambling2,fracking2,gun_control2,old_weight_old,pid_x,sex,race_4,speakspanish,marstat,child18,employ,faminc_new,casscd,religiosity,age_group,educ
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,2.454528,1,Female,White,I can not,Never mar,No,Full-time,"$60,000 -",6,never,30-39,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,Strongly Favor,Strongly Favor,Strongly Favor,Sometimes,Rarely,Rarely,All of the Time,All of the Time,0,1,0,0,1,1,1,1,1,0.4168411,4,Female,Other POC,I can not,Married,No,Student,"$30,000 -",6,Few times year,50-64,AA degree
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Disapprove,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Strong Oppose,Favor,Most of the Time,Sometimes,Rarely,Most of the Time,All of the Time,0,0,0,0,0,1,,0,1,1.767911,4,Female,White,I can not,Never mar,No,Student,"$20,000 -",1,never,30-39,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Disapprove,Approve,Favor,Strongly Favor,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,1,1,1,0,1,0.6598774,1,Male,White,I can not,Never mar,No,Full-time,"$50,000 -",2,never,40-49,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Disapprove,Disapprove,Strongly Favor,Strongly Favor,Favor,Strongly Favor,Sometimes,Sometimes,Never,Most of the Time,All of the Time,0,1,0,0,0,1,1,1,1,1.334792,1,Male,White,I can not,Married,Yes,Full-time,"$150,000",1,Few times year,30-39,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.5181159,1,Male,White,I can not,Married,No,Full-time,"$40,000 -",7,never,65+,Some college
4.14E+08,Democrat,,Jared Pol,1,0,Strong Disapprove,,Approve,Disapprove,Approve,Strongly Favor,Favor,,Strongly Favor,Sometimes,Never,Rarely,Most of the Time,All of the Time,0,,1,0,1,1,1,,1,4.689561,3,Female,Hispanic,I can not,Never mar,No,Student,,5,never,18-29,HS grad or less
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Approve,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Rarely,Most of the Time,All of the Time,1,0,1,1,1,0,0,1,0,0.9017856,7,Female,White,I can not,Married,No,Permanent,"$30,000 -",3,Once week or more,50-64,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Disapprove,,Favor,Favor,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,,1,1,0,1,0.6020738,4,Female,White,I can not,Married,Yes,Part-time,"$120,000",4,never,40-49,Some college
4.14E+08,Independent,Conservat,Walker St,1,1,Approve,Strong Disapprove,,Disapprove,,Strongly Favor,Strongly Favor,Favor,Strong Oppose,Rarely,Rarely,Never,Most of the Time,All of the Time,1,0,,0,,1,1,1,0,0.4202127,4,Female,White,I can not,Divorced,No,Retired,"$20,000 -",3,Few times year,50-64,BA
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Approve,Approve,Strong Oppose,,,Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,1,1,1,0,,,0,0.7197051,6,Female,White,I can not,Married,Yes,Full-time,"$70,000 -",2,Once week or more,50-64,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Disapprove,Approve,Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,All of the Time,0,1,0,0,1,1,1,0,1,0.6020738,1,Female,White,I can not,Married,No,Full-time,"$120,000",6,never,40-49,Some college
4.14E+08,Other,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,,1,0,0,1,0.4162077,,Female,White,I can not,Married,No,Full-time,"$50,000 -",3,never,50-64,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Favor,Most of the Time,Rarely,Rarely,Most of the Time,Sometimes,0,1,0,0,0,1,0,0,1,0.4972177,3,Female,White,I can not,Widowed,No,Full-time,"$50,000 -",2,never,50-64,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,0,0,1,2.348333,3,Male,White,I can not,Separated,No,Full-time,"$30,000 -",1,never,30-39,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Approve,Approve,Approve,Disapprove,Approve,Oppose,Strongly Favor,Strongly Favor,Oppose,All of the Time,Rarely,Sometimes,Most of the Time,Most of the Time,1,1,1,0,1,0,1,1,0,0.4514324,7,Female,Other POC,I can not,Never mar,No,Full-time,"$50,000 -",4,Few times year,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Disapprove,Strong Disapprove,Disapprove,Strong Disapprove,Favor,Strong Oppose,Oppose,Favor,Sometimes,Rarely,Never,All of the Time,Most of the Time,0,0,0,0,0,1,0,0,1,0.6701219,2,Female,White,I can not,Married,Yes,Permanent,"$40,000 -",6,never,30-39,Post-grad
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,Strongly Approve,Strong Oppose,Strong Oppose,Strongly Favor,Favor,Sometimes,Rarely,Rarely,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,1,0.5336844,7,Female,White,I can not,Married,Yes,Full-time,,5,Once week or more,40-49,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Approve,Strongly Favor,Oppose,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,All of the Time,All of the Time,0,1,0,0,1,1,0,0,1,0.6034491,2,Female,White,I can not,Married,No,Part-time,"$80,000 -",4,Few times year,65+,Post-grad
4.14E+08,Independent,Moderate,Walker St,1,0,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Oppose,,Strongly Favor,Strong Oppose,Rarely,Most of the Time,Most of the Time,Most of the Time,Most of the Time,1,0,1,0,1,0,,1,0,1.21035,4,Female,White,I can not,Divorced,No,Full-time,,4,,65+,HS grad or less
4.14E+08,Republican,Conservat,Walker St,1,1,Strongly Approve,Disapprove,Approve,Disapprove,Approve,Favor,Favor,Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,1,0,1,1,1,1,0,1.21035,6,Female,White,I can not,Married,No,Retired,"$40,000 -",7,Few times year,65+,HS grad or less
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Disapprove,Strong Disapprove,Approve,Favor,Favor,Oppose,Favor,Sometimes,Rarely,Rarely,Sometimes,Most of the Time,0,1,0,0,1,1,1,0,1,0.7014533,4,Male,White,I can not,Never mar,No,Full-time,"$70,000 -",1,never,40-49,Post-grad
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,0,0,0,0,1,1,0,1,3.254744,2,Male,Hispanic,I speak E,Married,Yes,Full-time,"$100,000",6,never,40-49,HS grad or less
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,,,Disapprove,Approve,Strongly Favor,Strongly Favor,Favor,Favor,Sometimes,Rarely,Rarely,Sometimes,Sometimes,0,,,0,1,1,1,1,1,5.043304,3,Male,Black,I can not,Never mar,No,Full-time,"$50,000 -",4,never,30-39,HS grad or less
4.14E+08,Democrat,Very cons,Jared Pol,0,1,Strong Disapprove,Approve,Strong Disapprove,,,Oppose,Oppose,Oppose,,All of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,0,1,0,,,0,0,0,,2.39397,1,Female,White,I can not,Domestic,Yes,Unemploye,Less than,1,Once week or more,30-39,HS grad or less
4.14E+08,Independent,Moderate,Jared Pol,1,1,Disapprove,,,Disapprove,,Oppose,Oppose,,Favor,Sometimes,Sometimes,Rarely,Sometimes,Most of the Time,0,,,0,,0,0,,1,1.156119,4,Female,White,I can not,Married,Yes,Homemaker,"$80,000 -",2,Once week or more,30-39,BA
4.14E+08,Independent,Moderate,Jared Pol,1,1,Disapprove,Approve,Strong Disapprove,Approve,Disapprove,Oppose,Strong Oppose,Strong Oppose,Strongly Favor,Sometimes,Never,Never,Most of the Time,Most of the Time,0,1,0,1,0,0,0,0,1,1.228078,4,Female,White,I can not,Domestic,No,Full-time,,2,Few times year,40-49,BA
4.14E+08,Other,Moderate,Scott Hel,1,0,Disapprove,Strongly Approve,Approve,Strong Disapprove,Strongly Approve,Strongly Favor,Strongly Favor,Strongly Favor,Strong Oppose,Never,Rarely,Never,Most of the Time,Most of the Time,0,1,1,0,1,1,1,1,0,1.410602,,Male,White,I can not,Never mar,No,Part-time,"$10,000 -",1,never,30-39,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,1,0,0,1,0.3784375,2,Male,White,I can not,Married,No,Retired,"$80,000 -",2,never,65+,BA
4.14E+08,Republican,,Walker St,1,0,Strongly Approve,,,,,Strongly Favor,Strong Oppose,Oppose,Strong Oppose,Sometimes,Sometimes,Most of the Time,Sometimes,Rarely,1,,,,,1,0,0,0,0.8434416,7,Female,White,I can not,Married,Yes,Homemaker,"$60,000 -",3,Few times year,30-39,Some college
4.14E+08,Independent,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Disapprove,Disapprove,Approve,Strong Oppose,Strong Oppose,Favor,,Rarely,Sometimes,Sometimes,Sometimes,Rarely,1,0,0,0,1,0,0,1,,0.917198,4,Female,White,I can not,Married,No,Retired,"$20,000 -",4,Once week or more,65+,Some college
4.14E+08,Independent,Liberal,Jared Pol,1,0,Strong Disapprove,Approve,,Disapprove,Disapprove,Favor,Favor,Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,,0,0,1,1,0,1,2.454528,4,Female,White,I can not,Married,Yes,Part-time,"$80,000 -",5,Few times year,30-39,BA
4.14E+08,Republican,Conservat,Walker St,0,0,Approve,Strong Disapprove,Disapprove,Disapprove,Disapprove,Oppose,Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,0,0,0,0,0,1,0,0.5265237,5,Female,White,I can not,Never mar,No,Retired,,5,Few times year,50-64,Some college
4.14E+08,Independent,Moderate,Scott Hel,1,1,Strongly Approve,Strong Disapprove,,,Approve,Strongly Favor,Strongly Favor,Strongly Favor,,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,1,0,,,1,1,1,1,,0.743082,4,Male,White,I can not,Married,No,Retired,"$60,000 -",7,never,50-64,AA degree
4.14E+08,Independent,Very cons,Walker St,0,0,Approve,Disapprove,Strong Disapprove,Disapprove,Approve,Strong Oppose,Favor,Strongly Favor,Oppose,All of the Time,Rarely,Sometimes,Most of the Time,Most of the Time,1,0,0,0,1,0,1,1,0,0.5486536,4,Male,White,I can not,Married,No,Retired,"$120,000",4,Few times year,65+,Some college
4.14E+08,Independent,Very libe,Some othe,1,1,Strong Disapprove,Strongly Approve,Disapprove,Disapprove,Disapprove,Strongly Favor,,,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,,,1,0.7128457,4,Female,White,I can not,Divorced,Yes,Full-time,"$150,000",1,never,50-64,Post-grad
4.14E+08,Independent,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Approve,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,1,1,1,0,1,0.4928417,4,Male,Other POC,I can not,Married,No,Full-time,"$80,000 -",6,never,50-64,BA
4.14E+08,Independent,,Some othe,1,1,Strong Disapprove,,,,,Strongly Favor,,Strong Oppose,Oppose,All of the Time,Never,Never,All of the Time,All of the Time,0,,,,,1,,0,0,3.04066,4,Female,White,I can not,Married,Yes,Part-time,"$30,000 -",6,never,18-29,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strongly Approve,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,1,1,0,0,0,1,1,0,1,0.4972177,1,Female,White,I can not,Domestic,No,Permanent,"$20,000 -",2,never,50-64,AA degree
4.14E+08,Democrat,Liberal,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Oppose,Strong Oppose,Favor,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,0,0,0,1,1,0.4770969,1,Male,White,I can not,Married,No,Retired,"$80,000 -",7,never,65+,Post-grad
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Disapprove,Strongly Approve,Strongly Approve,Disapprove,Approve,Strongly Favor,Favor,Strongly Favor,Strongly Favor,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,0,1,1,0,1,1,1,1,1,0.4854211,1,Male,White,I can not,Never mar,No,Permanent,"$10,000 -",1,Few times year,50-64,Some college
4.14E+08,Republican,Conservat,Walker St,1,1,Strongly Approve,Disapprove,Strongly Approve,Disapprove,Approve,Oppose,Oppose,Favor,Oppose,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,0.5088295,7,Female,White,I can not,Divorced,Yes,Full-time,"$60,000 -",1,Once week or more,50-64,BA
4.14E+08,Republican,Conservat,Walker St,0,0,Strongly Approve,Strong Disapprove,Disapprove,Disapprove,Approve,Strongly Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,1,0,0,0,1,1,1,1,0,0.5344965,5,Female,Hispanic,I can not,Married,Yes,Part-time,"$80,000 -",7,never,40-49,AA degree
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Disapprove,Approve,Disapprove,Approve,Strong Oppose,Favor,Strongly Favor,Favor,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,1,0,1,0,1,0,1,1,1,0.6899369,5,Female,White,I can not,Never mar,No,Full-time,"$40,000 -",1,never,40-49,Some college
4.14E+08,Independent,Moderate,Jared Pol,1,1,Disapprove,Approve,,Approve,Approve,Strongly Favor,Favor,Strong Oppose,Strongly Favor,Most of the Time,Most of the Time,Rarely,Sometimes,Most of the Time,0,1,,1,1,1,1,0,1,0.4489968,4,Male,White,I can not,Married,No,Retired,"$20,000 -",1,never,50-64,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Approve,Disapprove,Approve,Strongly Favor,Strongly Favor,Favor,Strongly Favor,Sometimes,Rarely,Rarely,Most of the Time,Most of the Time,0,1,1,0,1,1,1,1,1,1.378738,1,Female,White,I can not,Divorced,No,Retired,"$40,000 -",5,never,50-64,HS grad or less
4.14E+08,Independent,Moderate,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,,Strong Oppose,,Strong Oppose,Strongly Favor,Sometimes,Rarely,Never,Most of the Time,All of the Time,0,1,0,0,,0,,0,1,0.5047468,4,Female,Other POC,I can not,Never mar,No,Part-time,"$120,000",1,Few times year,40-49,Some college
4.14E+08,Republican,Conservat,Walker St,1,0,Approve,Strongly Approve,Strongly Approve,Approve,Strongly Approve,Strong Oppose,Oppose,Favor,Strongly Favor,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,1,1,1,1,1,0,0,1,1,0.6863582,7,Male,White,I can not,Married,No,Full-time,"$40,000 -",2,Once week or more,65+,BA
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,,,Disapprove,,Favor,Favor,Oppose,Favor,Sometimes,Most of the Time,Rarely,Most of the Time,Sometimes,1,,,0,,1,1,0,1,4.122224,6,Male,Other POC,I can not,Married,Yes,Full-time,"$40,000 -",6,Few times year,40-49,Some college
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Sometimes,Rarely,All of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.5181159,3,Male,White,I can not,Married,No,Full-time,"$20,000 -",2,Few times year,65+,AA degree
4.14E+08,Republican,Very cons,Walker St,1,1,Strongly Approve,Strong Disapprove,Strongly Approve,,Approve,Strongly Favor,Oppose,Oppose,Favor,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,1,0,1,,1,1,0,0,1,1.215283,7,Female,Other POC,I speak E,Married,Yes,Homemaker,"$100,000",6,Once week or more,30-39,BA
4.14E+08,Republican,Conservat,Walker St,1,1,Approve,Approve,,Disapprove,Disapprove,Strongly Favor,,Favor,Strongly Favor,Rarely,Sometimes,Most of the Time,Rarely,Sometimes,1,1,,0,0,1,,1,1,5.543119,5,Male,White,I can not,Married,Yes,Homemaker,"$10,000 -",3,Once week or more,30-39,HS grad or less
4.14E+08,Democrat,,Jared Pol,0,1,,Strongly Approve,Strongly Approve,,,Favor,Strongly Favor,Oppose,,All of the Time,Sometimes,Sometimes,All of the Time,All of the Time,,1,1,,,1,1,0,,0.4746478,2,Female,Black,I can not,Never mar,No,Permanent,"$10,000 -",6,never,50-64,AA degree
4.14E+08,Republican,Very cons,Walker St,0,0,Strongly Approve,Approve,Strongly Approve,Strong Disapprove,Disapprove,Strong Oppose,Oppose,Strongly Favor,Strong Oppose,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,1,1,1,0,0,0,0,1,0,0.5140317,6,Male,White,I can not,Married,No,Student,,5,Once week or more,50-64,AA degree
4.14E+08,Other,Conservat,Scott Hel,0,0,,Strong Disapprove,Disapprove,Strong Disapprove,Approve,Favor,Favor,Favor,Strong Oppose,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,,0,0,0,1,1,1,1,0,1.410602,,Male,White,I can not,Married,Yes,Full-time,"$120,000",7,Once week or more,30-39,AA degree
4.14E+08,Republican,Conservat,Walker St,1,1,Strongly Approve,Approve,Disapprove,Approve,Disapprove,Oppose,Oppose,Oppose,Strong Oppose,Sometimes,Most of the Time,Sometimes,Sometimes,Rarely,1,1,0,1,0,0,0,0,0,0.4807088,5,Male,White,I can not,Married,No,Full-time,"$20,000 -",5,Few times year,50-64,BA
4.14E+08,Democrat,Liberal,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,,,Favor,Strongly Favor,Most of the Time,Most of the Time,Never,Most of the Time,Most of the Time,0,1,0,0,0,,,1,1,0.8426409,1,Female,White,I can not,Married,No,Retired,"$100,000",4,never,65+,BA
4.14E+08,Independent,Moderate,Walker St,1,0,Strongly Approve,Strong Disapprove,Disapprove,Strong Disapprove,Approve,Strong Oppose,Favor,Favor,Strong Oppose,Most of the Time,Rarely,Sometimes,Most of the Time,Most of the Time,1,0,0,0,1,0,1,1,0,0.5088295,4,Female,White,I can not,Married,No,Full-time,"$80,000 -",7,Once week or more,40-49,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,0,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,,Strong Oppose,Strongly Favor,All of the Time,Never,Never,All of the Time,Sometimes,0,1,0,0,0,1,,0,1,0.4162077,1,Female,White,I can not,Widowed,No,Retired,"$80,000 -",1,never,50-64,Post-grad
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Disapprove,,Strongly Favor,Favor,Oppose,Favor,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,0,1,0,0,,1,1,0,1,2.454528,1,Female,White,I can not,Married,No,Full-time,"$80,000 -",1,never,30-39,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Sometimes,Most of the Time,0,1,0,0,0,1,0,0,1,1.024735,2,Female,White,I can not,Married,Yes,Part-time,"$60,000 -",1,never,30-39,Post-grad
4.14E+08,Independent,Liberal,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,Disapprove,Strongly Favor,Favor,Oppose,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Most of the Time,0,1,0,0,0,1,1,0,1,0.400881,4,Male,White,I can not,Divorced,No,Permanent,"$20,000 -",5,Few times year,50-64,Some college
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Approve,Approve,Approve,Strongly Favor,Strongly Favor,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,All of the Time,All of the Time,0,1,1,1,1,1,1,0,1,1.142983,1,Female,White,I can not,Married,No,Retired,,5,Few times year,65+,HS grad or less
4.14E+08,Other,Very libe,Jared Pol,1,1,Strong Disapprove,Disapprove,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,,Strong Oppose,Strongly Favor,All of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,0,0,0,0,1,,0,1,0.9789619,,Female,White,I can not,Married,Yes,Part-time,"$80,000 -",5,never,30-39,AA degree
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Disapprove,Approve,Approve,Approve,,Oppose,Favor,Oppose,Rarely,Most of the Time,Sometimes,Most of the Time,Sometimes,1,0,1,1,1,,0,1,0,0.4675676,6,Female,White,I can not,Married,No,Full-time,"$50,000 -",4,Few times year,50-64,AA degree
4.14E+08,Republican,Conservat,Walker St,1,1,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Approve,Strongly Favor,Strongly Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,All of the Time,Never,1,0,0,0,1,1,1,1,0,1.893172,7,Male,Other POC,I can not,Domestic,No,Permanent,,7,never,50-64,HS grad or less
4.14E+08,Republican,Conservat,Walker St,0,0,Approve,Strong Disapprove,Approve,,Approve,Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,1,0,1,,1,1,1,1,0,0.8434416,7,Female,White,I can not,Married,No,Full-time,"$40,000 -",2,never,30-39,AA degree
4.14E+08,Republican,Very cons,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Strongly Approve,Strongly Approve,Favor,Favor,Strongly Favor,Strong Oppose,Sometimes,Most of the Time,Most of the Time,Sometimes,Never,1,0,1,1,1,1,1,1,0,0.4852533,7,Male,White,I can not,Married,No,Part-time,"$50,000 -",6,Few times year,65+,BA
4.14E+08,Independent,Moderate,Jared Pol,1,0,Disapprove,Approve,,Disapprove,,Oppose,Favor,Favor,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,Sometimes,0,1,,0,,0,1,1,1,0.6799303,4,Male,White,I can not,Never mar,No,Full-time,"$30,000 -",1,never,50-64,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,0,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Oppose,Oppose,Strongly Favor,All of the Time,Sometimes,Rarely,All of the Time,Most of the Time,0,1,0,0,0,1,0,0,1,0.5039799,1,Female,White,I can not,Married,Yes,Full-time,"$200,000",1,never,40-49,Post-grad
4.14E+08,Republican,Very cons,Walker St,0,1,Strongly Approve,Strong Disapprove,Approve,Strong Disapprove,Approve,Strong Oppose,Strong Oppose,Favor,Oppose,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,1,0,1,0,1,0,0,1,0,2.039329,7,Female,White,I can not,Separated,No,Full-time,"$50,000 -",5,Once week or more,50-64,HS grad or less
4.14E+08,Independent,Liberal,Jared Pol,0,1,Strong Disapprove,Strongly Approve,Strong Disapprove,Strong Disapprove,Approve,Favor,Oppose,Favor,Strongly Favor,Most of the Time,Rarely,Rarely,Most of the Time,All of the Time,0,1,0,0,1,1,0,1,1,1.334792,4,Male,White,I can not,Married,Yes,Full-time,"$150,000",2,never,30-39,BA
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,,Strong Disapprove,Strong Disapprove,Strong Disapprove,Strongly Favor,Strong Oppose,Strong Oppose,Strongly Favor,All of the Time,Rarely,Never,All of the Time,All of the Time,0,,0,0,0,1,0,0,1,3.247758,1,Female,White,I can not,Married,No,Full-time,"$120,000",2,never,18-29,BA
4.14E+08,Republican,Very cons,Walker St,1,1,Approve,Disapprove,Approve,Approve,Approve,Strong Oppose,Favor,Favor,Oppose,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,0,1,1,1,0,1,1,0,1.126026,6,Female,Hispanic,I can not,Married,Yes,Homemaker,"$120,000",7,Few times year,30-39,Post-grad
4.14E+08,Republican,Conservat,Walker St,1,0,Strongly Approve,Strong Disapprove,Approve,Disapprove,Approve,Strong Oppose,Strong Oppose,Strongly Favor,Strong Oppose,Sometimes,Sometimes,Rarely,Most of the Time,Sometimes,1,0,1,0,1,0,0,1,0,0.4245089,6,Male,White,I can not,Married,No,Part-time,"$70,000 -",2,Few times year,50-64,AA degree
4.14E+08,Democrat,Very libe,Jared Pol,1,1,Strong Disapprove,Approve,Strong Disapprove,Disapprove,Approve,Strongly Favor,Oppose,Strong Oppose,Strongly Favor,Most of the Time,Sometimes,Rarely,Sometimes,Most of the Time,0,1,0,0,1,1,0,0,1,0.6946208,1,Female,White,I can not,Married,No,Full-time,"$80,000 -",6,never,40-49,BA
4.14E+08,Democrat,Moderate,Jared Pol,1,1,Strong Disapprove,Strongly Approve,Disapprove,Strong Disapprove,,Strongly Favor,Strong Oppose,Strong Oppose,Strong Oppose,Most of the Time,Sometimes,Rarely,Most of the Time,Most of the Time,0,1,0,0,,1,0,0,0,0.4162077,3,Female,White,I can not,Married,No,Full-time,"$200,000",5,Once week or more,50-64,Post-grad
